,event_type,img_id,loc_left,loc_top,time
1289,mouseout,img_3,1447px,672.267px,1634202561.972
3292,mouseout,img_3,1447px,672.267px,1634202561.972
4295,mouseout,img_3,1447px,672.267px,1634202561.972
2290,mouseout,img_3,1447px,672.267px,1634202561.972
6304,mouseout,img_3,1447px,672.267px,1634202561.972
3293,mouseover,img_3,1447px,672.267px,1634202561.973
5300,mouseover,img_3,1447px,672.267px,1634202561.973
2291,mouseover,img_3,1447px,672.267px,1634202561.973
6305,mouseover,img_3,1447px,672.267px,1634202561.973
1290,mouseover,img_3,1447px,672.267px,1634202561.973
4296,mouseover,img_3,1447px,672.267px,1634202561.973
4298,mouseout,img_3,1450px,670.267px,1634202561.974
6307,mouseout,img_3,1450px,670.267px,1634202561.974
1292,mouseout,img_3,1450px,670.267px,1634202561.974
2293,mouseout,img_3,1450px,670.267px,1634202561.974
3295,mouseout,img_3,1450px,670.267px,1634202561.974
5302,mouseout,img_3,1450px,670.267px,1634202561.974
3294,mouseover,img_3,1450px,670.267px,1634202561.975
2292,mouseover,img_3,1450px,670.267px,1634202561.975
6306,mouseover,img_3,1450px,670.267px,1634202561.975
1291,mouseover,img_3,1450px,670.267px,1634202561.975
5301,mouseover,img_3,1450px,670.267px,1634202561.975
4297,mouseover,img_3,1450px,670.267px,1634202561.975
4299,drag-end-order,img_3,1435px,667.267px,1634202563.558
1293,drag-end-order,img_3,1435px,667.267px,1634202563.558
3296,drag-end-order,img_3,1435px,667.267px,1634202563.558
5303,drag-end-order,img_3,1435px,667.267px,1634202563.558
2294,drag-end-order,img_3,1435px,667.267px,1634202563.558
6308,drag-end-order,img_3,1435px,667.267px,1634202563.558
4300,mouseout,img_3,1435px,667.267px,1634202564.221
5304,mouseout,img_3,1435px,667.267px,1634202564.221
3297,mouseout,img_3,1435px,667.267px,1634202564.221
6309,mouseout,img_3,1435px,667.267px,1634202564.221
1294,mouseout,img_3,1435px,667.267px,1634202564.221
2295,mouseout,img_3,1435px,667.267px,1634202564.221
5305,mouseover,img_3,1435px,667.267px,1634202564.537
6310,mouseover,img_3,1435px,667.267px,1634202564.537
1295,mouseover,img_3,1435px,667.267px,1634202564.537
2296,mouseover,img_3,1435px,667.267px,1634202564.537
3298,mouseover,img_3,1435px,667.267px,1634202564.537
4301,mouseover,img_3,1435px,667.267px,1634202564.537
2297,mouseout,img_3,1435px,667.267px,1634202564.554
6311,mouseout,img_3,1435px,667.267px,1634202564.554
4302,mouseout,img_3,1435px,667.267px,1634202564.554
3299,mouseout,img_3,1435px,667.267px,1634202564.554
1296,mouseout,img_3,1435px,667.267px,1634202564.554
5306,mouseout,img_3,1435px,667.267px,1634202564.554
4303,mouseover,img_3,1435px,667.267px,1634202564.555
5307,mouseover,img_3,1435px,667.267px,1634202564.555
2298,mouseover,img_3,1435px,667.267px,1634202564.555
3300,mouseover,img_3,1435px,667.267px,1634202564.555
1297,mouseover,img_3,1435px,667.267px,1634202564.555
6312,mouseover,img_3,1435px,667.267px,1634202564.555
6313,mouseout,img_3,1435px,667.267px,1634202564.636
5308,mouseout,img_3,1435px,667.267px,1634202564.636
1298,mouseout,img_3,1435px,667.267px,1634202564.636
4304,mouseout,img_3,1435px,667.267px,1634202564.636
2299,mouseout,img_3,1435px,667.267px,1634202564.636
3301,mouseout,img_3,1435px,667.267px,1634202564.636
3302,mouseover,img_3,1435px,667.267px,1634202564.638
4305,mouseover,img_3,1435px,667.267px,1634202564.638
1299,mouseover,img_3,1435px,667.267px,1634202564.638
2300,mouseover,img_3,1435px,667.267px,1634202564.638
5309,mouseover,img_3,1435px,667.267px,1634202564.638
6314,mouseover,img_3,1435px,667.267px,1634202564.638
3303,mouseout,img_3,1435px,667.267px,1634202564.67
4306,mouseout,img_3,1435px,667.267px,1634202564.67
5310,mouseout,img_3,1435px,667.267px,1634202564.67
6315,mouseout,img_3,1435px,667.267px,1634202564.67
1300,mouseout,img_3,1435px,667.267px,1634202564.67
2301,mouseout,img_3,1435px,667.267px,1634202564.67
3304,mouseover,img_3,1435px,667.267px,1634202564.671
5311,mouseover,img_3,1435px,667.267px,1634202564.671
1301,mouseover,img_3,1435px,667.267px,1634202564.671
4307,mouseover,img_3,1435px,667.267px,1634202564.671
2302,mouseover,img_3,1435px,667.267px,1634202564.671
6316,mouseover,img_3,1435px,667.267px,1634202564.671
3305,drag-start-order,img_3,1435px,667.267px,1634202564.861
4308,drag-start-order,img_3,1435px,667.267px,1634202564.861
6317,drag-start-order,img_3,1435px,667.267px,1634202564.861
2303,drag-start-order,img_3,1435px,667.267px,1634202564.861
5312,drag-start-order,img_3,1435px,667.267px,1634202564.861
1302,drag-start-order,img_3,1435px,667.267px,1634202564.861
6318,drag-end-order,img_3,1441px,677.933px,1634202567.942
5313,drag-end-order,img_3,1441px,677.933px,1634202567.942
1303,drag-end-order,img_3,1441px,677.933px,1634202567.942
2304,drag-end-order,img_3,1441px,677.933px,1634202567.942
3306,drag-end-order,img_3,1441px,677.933px,1634202567.942
4309,drag-end-order,img_3,1441px,677.933px,1634202567.942
6319,mouseout,img_3,1441px,677.933px,1634202568.15
2305,mouseout,img_3,1441px,677.933px,1634202568.15
3307,mouseout,img_3,1441px,677.933px,1634202568.15
5314,mouseout,img_3,1441px,677.933px,1634202568.15
4310,mouseout,img_3,1441px,677.933px,1634202568.15
1304,mouseout,img_3,1441px,677.933px,1634202568.15
1305,mouseover,img_3,1441px,677.933px,1634202568.152
2306,mouseover,img_3,1441px,677.933px,1634202568.152
5315,mouseover,img_3,1441px,677.933px,1634202568.152
6320,mouseover,img_3,1441px,677.933px,1634202568.152
4311,mouseover,img_3,1441px,677.933px,1634202568.152
3308,mouseover,img_3,1441px,677.933px,1634202568.152
3310,mouseout,img_3,1441px,677.933px,1634202568.166
4313,mouseout,img_3,1441px,677.933px,1634202568.166
6322,mouseout,img_3,1441px,677.933px,1634202568.166
5317,mouseout,img_3,1441px,677.933px,1634202568.166
2308,mouseout,img_3,1441px,677.933px,1634202568.166
1307,mouseout,img_3,1441px,677.933px,1634202568.166
4312,mouseover,img_3,1441px,677.933px,1634202568.167
6321,mouseover,img_3,1441px,677.933px,1634202568.167
5316,mouseover,img_3,1441px,677.933px,1634202568.167
1306,mouseover,img_3,1441px,677.933px,1634202568.167
3309,mouseover,img_3,1441px,677.933px,1634202568.167
2307,mouseover,img_3,1441px,677.933px,1634202568.167
4314,mouseout,img_3,1441px,677.933px,1634202568.199
2309,mouseout,img_3,1441px,677.933px,1634202568.199
6323,mouseout,img_3,1441px,677.933px,1634202568.199
3311,mouseout,img_3,1441px,677.933px,1634202568.199
5318,mouseout,img_3,1441px,677.933px,1634202568.199
1308,mouseout,img_3,1441px,677.933px,1634202568.199
5319,mouseover,img_3,1441px,677.933px,1634202568.2
4315,mouseover,img_3,1441px,677.933px,1634202568.2
6324,mouseover,img_3,1441px,677.933px,1634202568.2
2310,mouseover,img_3,1441px,677.933px,1634202568.2
1309,mouseover,img_3,1441px,677.933px,1634202568.2
3312,mouseover,img_3,1441px,677.933px,1634202568.2
3313,mouseout,img_3,1441px,677.933px,1634202568.35
5320,mouseout,img_3,1441px,677.933px,1634202568.35
4316,mouseout,img_3,1441px,677.933px,1634202568.35
2311,mouseout,img_3,1441px,677.933px,1634202568.35
1310,mouseout,img_3,1441px,677.933px,1634202568.35
6325,mouseout,img_3,1441px,677.933px,1634202568.35
2312,mouseover,img_3,1441px,677.933px,1634202568.351
1311,mouseover,img_3,1441px,677.933px,1634202568.351
3314,mouseover,img_3,1441px,677.933px,1634202568.351
5321,mouseover,img_3,1441px,677.933px,1634202568.351
6326,mouseover,img_3,1441px,677.933px,1634202568.351
4317,mouseover,img_3,1441px,677.933px,1634202568.351
3315,mouseout,img_3,1441px,677.933px,1634202568.366
2313,mouseout,img_3,1441px,677.933px,1634202568.366
4318,mouseout,img_3,1441px,677.933px,1634202568.366
5322,mouseout,img_3,1441px,677.933px,1634202568.366
1312,mouseout,img_3,1441px,677.933px,1634202568.366
6327,mouseout,img_3,1441px,677.933px,1634202568.366
2314,mouseover,img_B1,560px,670px,1634202585.734
4319,mouseover,img_B1,560px,670px,1634202585.734
3316,mouseover,img_B1,560px,670px,1634202585.734
6328,mouseover,img_B1,560px,670px,1634202585.734
1313,mouseover,img_B1,560px,670px,1634202585.734
5323,mouseover,img_B1,560px,670px,1634202585.734
3317,mouseout,img_B1,560px,670px,1634202585.75
1314,mouseout,img_B1,560px,670px,1634202585.75
4320,mouseout,img_B1,560px,670px,1634202585.75
2315,mouseout,img_B1,560px,670px,1634202585.75
6329,mouseout,img_B1,560px,670px,1634202585.75
5324,mouseout,img_B1,560px,670px,1634202585.75
5325,mouseover,img_B1,560px,670px,1634202585.752
6330,mouseover,img_B1,560px,670px,1634202585.752
2316,mouseover,img_B1,560px,670px,1634202585.752
4321,mouseover,img_B1,560px,670px,1634202585.752
3318,mouseover,img_B1,560px,670px,1634202585.752
1315,mouseover,img_B1,560px,670px,1634202585.752
4322,mouseout,img_B1,560px,670px,1634202585.767
3319,mouseout,img_B1,560px,670px,1634202585.767
2317,mouseout,img_B1,560px,670px,1634202585.767
6331,mouseout,img_B1,560px,670px,1634202585.767
5326,mouseout,img_B1,560px,670px,1634202585.767
1316,mouseout,img_B1,560px,670px,1634202585.767
2318,mouseover,img_5,350px,230px,1634202585.867
5327,mouseover,img_5,350px,230px,1634202585.867
3320,mouseover,img_5,350px,230px,1634202585.867
4323,mouseover,img_5,350px,230px,1634202585.867
1317,mouseover,img_5,350px,230px,1634202585.867
6332,mouseover,img_5,350px,230px,1634202585.867
1318,mouseout,img_5,350px,230px,1634202585.883
6333,mouseout,img_5,350px,230px,1634202585.883
4324,mouseout,img_5,350px,230px,1634202585.883
3321,mouseout,img_5,350px,230px,1634202585.883
2319,mouseout,img_5,350px,230px,1634202585.883
5328,mouseout,img_5,350px,230px,1634202585.883
5329,mouseover,img_5,350px,230px,1634202585.885
1319,mouseover,img_5,350px,230px,1634202585.885
4325,mouseover,img_5,350px,230px,1634202585.885
2320,mouseover,img_5,350px,230px,1634202585.885
6334,mouseover,img_5,350px,230px,1634202585.885
3322,mouseover,img_5,350px,230px,1634202585.885
4326,mouseout,img_5,350px,230px,1634202585.9
1320,mouseout,img_5,350px,230px,1634202585.9
6335,mouseout,img_5,350px,230px,1634202585.9
3323,mouseout,img_5,350px,230px,1634202585.9
5330,mouseout,img_5,350px,230px,1634202585.9
2321,mouseout,img_5,350px,230px,1634202585.9
3324,mouseover,img_5,350px,230px,1634202585.901
4327,mouseover,img_5,350px,230px,1634202585.901
5331,mouseover,img_5,350px,230px,1634202585.901
6336,mouseover,img_5,350px,230px,1634202585.901
2322,mouseover,img_5,350px,230px,1634202585.901
1321,mouseover,img_5,350px,230px,1634202585.901
5333,mouseout,img_5,350px,230px,1634202585.916
6338,mouseout,img_5,350px,230px,1634202585.916
3326,mouseout,img_5,350px,230px,1634202585.916
2324,mouseout,img_5,350px,230px,1634202585.916
4329,mouseout,img_5,350px,230px,1634202585.916
1323,mouseout,img_5,350px,230px,1634202585.916
6337,mouseover,img_5,350px,230px,1634202585.918
2323,mouseover,img_5,350px,230px,1634202585.918
4328,mouseover,img_5,350px,230px,1634202585.918
1322,mouseover,img_5,350px,230px,1634202585.918
5332,mouseover,img_5,350px,230px,1634202585.918
3325,mouseover,img_5,350px,230px,1634202585.918
1324,mouseout,img_5,350px,230px,1634202586.016
5334,mouseout,img_5,350px,230px,1634202586.016
6339,mouseout,img_5,350px,230px,1634202586.016
3327,mouseout,img_5,350px,230px,1634202586.016
2325,mouseout,img_5,350px,230px,1634202586.016
4330,mouseout,img_5,350px,230px,1634202586.016
6340,mouseover,img_3F,840px,250px,1634202586.1
5335,mouseover,img_3F,840px,250px,1634202586.1
3328,mouseover,img_3F,840px,250px,1634202586.1
2326,mouseover,img_3F,840px,250px,1634202586.1
4331,mouseover,img_3F,840px,250px,1634202586.1
1325,mouseover,img_3F,840px,250px,1634202586.1
4332,drag-start-playground,img_3F,840px,250px,1634202586.354
6341,drag-start-playground,img_3F,840px,250px,1634202586.354
3329,drag-start-playground,img_3F,840px,250px,1634202586.354
5336,drag-start-playground,img_3F,840px,250px,1634202586.354
2327,drag-start-playground,img_3F,840px,250px,1634202586.354
1326,drag-start-playground,img_3F,840px,250px,1634202586.354
1327,drag-end-playground,img_3F,9px,42.2667px,1634202588.438
6342,drag-end-playground,img_3F,9px,42.2667px,1634202588.438
4333,drag-end-playground,img_3F,9px,42.2667px,1634202588.438
3330,drag-end-playground,img_3F,9px,42.2667px,1634202588.438
2328,drag-end-playground,img_3F,9px,42.2667px,1634202588.438
5337,drag-end-playground,img_3F,9px,42.2667px,1634202588.438
4334,mouseout,img_3F,9px,42.2667px,1634202588.514
5338,mouseout,img_3F,9px,42.2667px,1634202588.514
2329,mouseout,img_3F,9px,42.2667px,1634202588.514
6343,mouseout,img_3F,9px,42.2667px,1634202588.514
1328,mouseout,img_3F,9px,42.2667px,1634202588.514
3331,mouseout,img_3F,9px,42.2667px,1634202588.514
2330,mouseover,img_5,350px,230px,1634202588.531
3332,mouseover,img_5,350px,230px,1634202588.531
6344,mouseover,img_5,350px,230px,1634202588.531
1329,mouseover,img_5,350px,230px,1634202588.531
5339,mouseover,img_5,350px,230px,1634202588.531
4335,mouseover,img_5,350px,230px,1634202588.531
2331,mouseout,img_5,350px,230px,1634202588.547
5340,mouseout,img_5,350px,230px,1634202588.547
4336,mouseout,img_5,350px,230px,1634202588.547
6345,mouseout,img_5,350px,230px,1634202588.547
3333,mouseout,img_5,350px,230px,1634202588.547
1330,mouseout,img_5,350px,230px,1634202588.547
4337,mouseover,img_5,350px,230px,1634202588.548
6346,mouseover,img_5,350px,230px,1634202588.548
3334,mouseover,img_5,350px,230px,1634202588.548
2332,mouseover,img_5,350px,230px,1634202588.548
1331,mouseover,img_5,350px,230px,1634202588.548
5341,mouseover,img_5,350px,230px,1634202588.548
1332,mouseout,img_5,350px,230px,1634202588.564
6347,mouseout,img_5,350px,230px,1634202588.564
5342,mouseout,img_5,350px,230px,1634202588.564
4338,mouseout,img_5,350px,230px,1634202588.564
2333,mouseout,img_5,350px,230px,1634202588.564
3335,mouseout,img_5,350px,230px,1634202588.564
4339,mouseover,img_5,350px,230px,1634202588.565
5343,mouseover,img_5,350px,230px,1634202588.565
2334,mouseover,img_5,350px,230px,1634202588.565
3336,mouseover,img_5,350px,230px,1634202588.565
1333,mouseover,img_5,350px,230px,1634202588.565
6348,mouseover,img_5,350px,230px,1634202588.565
6349,mouseout,img_5,350px,230px,1634202588.58
1334,mouseout,img_5,350px,230px,1634202588.58
5344,mouseout,img_5,350px,230px,1634202588.58
3337,mouseout,img_5,350px,230px,1634202588.58
4340,mouseout,img_5,350px,230px,1634202588.58
2335,mouseout,img_5,350px,230px,1634202588.58
6350,mouseover,img_2F,832px,452.267px,1634202588.781
5345,mouseover,img_2F,832px,452.267px,1634202588.781
3338,mouseover,img_2F,832px,452.267px,1634202588.781
4341,mouseover,img_2F,832px,452.267px,1634202588.781
2336,mouseover,img_2F,832px,452.267px,1634202588.781
1335,mouseover,img_2F,832px,452.267px,1634202588.781
1336,mouseout,img_2F,832px,452.267px,1634202588.797
2337,mouseout,img_2F,832px,452.267px,1634202588.797
6351,mouseout,img_2F,832px,452.267px,1634202588.797
3339,mouseout,img_2F,832px,452.267px,1634202588.797
4342,mouseout,img_2F,832px,452.267px,1634202588.797
5346,mouseout,img_2F,832px,452.267px,1634202588.797
2338,mouseover,img_2F,832px,452.267px,1634202588.799
5347,mouseover,img_2F,832px,452.267px,1634202588.799
3340,mouseover,img_2F,832px,452.267px,1634202588.799
6352,mouseover,img_2F,832px,452.267px,1634202588.799
1337,mouseover,img_2F,832px,452.267px,1634202588.799
4343,mouseover,img_2F,832px,452.267px,1634202588.799
3341,mouseout,img_2F,832px,452.267px,1634202588.897
6353,mouseout,img_2F,832px,452.267px,1634202588.897
4344,mouseout,img_2F,832px,452.267px,1634202588.897
5348,mouseout,img_2F,832px,452.267px,1634202588.897
1338,mouseout,img_2F,832px,452.267px,1634202588.897
2339,mouseout,img_2F,832px,452.267px,1634202588.897
6354,mouseover,img_2F,832px,452.267px,1634202588.899
5349,mouseover,img_2F,832px,452.267px,1634202588.899
1339,mouseover,img_2F,832px,452.267px,1634202588.899
3342,mouseover,img_2F,832px,452.267px,1634202588.899
2340,mouseover,img_2F,832px,452.267px,1634202588.899
4345,mouseover,img_2F,832px,452.267px,1634202588.899
4346,mouseout,img_2F,832px,452.267px,1634202588.914
1340,mouseout,img_2F,832px,452.267px,1634202588.914
3343,mouseout,img_2F,832px,452.267px,1634202588.914
6355,mouseout,img_2F,832px,452.267px,1634202588.914
5350,mouseout,img_2F,832px,452.267px,1634202588.914
2341,mouseout,img_2F,832px,452.267px,1634202588.914
3344,mouseover,img_2F,832px,452.267px,1634202588.915
1341,mouseover,img_2F,832px,452.267px,1634202588.915
6356,mouseover,img_2F,832px,452.267px,1634202588.915
2342,mouseover,img_2F,832px,452.267px,1634202588.915
4347,mouseover,img_2F,832px,452.267px,1634202588.915
5351,mouseover,img_2F,832px,452.267px,1634202588.915
6358,mouseout,img_2F,832px,452.267px,1634202588.931
3346,mouseout,img_2F,832px,452.267px,1634202588.931
1343,mouseout,img_2F,832px,452.267px,1634202588.931
2344,mouseout,img_2F,832px,452.267px,1634202588.931
4349,mouseout,img_2F,832px,452.267px,1634202588.931
5353,mouseout,img_2F,832px,452.267px,1634202588.931
6357,mouseover,img_2F,832px,452.267px,1634202588.932
1342,mouseover,img_2F,832px,452.267px,1634202588.932
5352,mouseover,img_2F,832px,452.267px,1634202588.932
4348,mouseover,img_2F,832px,452.267px,1634202588.932
2343,mouseover,img_2F,832px,452.267px,1634202588.932
3345,mouseover,img_2F,832px,452.267px,1634202588.932
3347,mouseout,img_2F,832px,452.267px,1634202589.097
5354,mouseout,img_2F,832px,452.267px,1634202589.097
4350,mouseout,img_2F,832px,452.267px,1634202589.097
6359,mouseout,img_2F,832px,452.267px,1634202589.097
1344,mouseout,img_2F,832px,452.267px,1634202589.097
2345,mouseout,img_2F,832px,452.267px,1634202589.097
5355,mouseover,img_2F,832px,452.267px,1634202589.099
1345,mouseover,img_2F,832px,452.267px,1634202589.099
6360,mouseover,img_2F,832px,452.267px,1634202589.099
4351,mouseover,img_2F,832px,452.267px,1634202589.099
3348,mouseover,img_2F,832px,452.267px,1634202589.099
2346,mouseover,img_2F,832px,452.267px,1634202589.099
3349,mouseout,img_2F,832px,452.267px,1634202589.147
4352,mouseout,img_2F,832px,452.267px,1634202589.147
1346,mouseout,img_2F,832px,452.267px,1634202589.147
2347,mouseout,img_2F,832px,452.267px,1634202589.147
6361,mouseout,img_2F,832px,452.267px,1634202589.147
5356,mouseout,img_2F,832px,452.267px,1634202589.147
5357,mouseover,img_2F,832px,452.267px,1634202589.149
2348,mouseover,img_2F,832px,452.267px,1634202589.149
6362,mouseover,img_2F,832px,452.267px,1634202589.149
4353,mouseover,img_2F,832px,452.267px,1634202589.149
3350,mouseover,img_2F,832px,452.267px,1634202589.149
1347,mouseover,img_2F,832px,452.267px,1634202589.149
2349,drag-start-playground,img_2F,832px,452.267px,1634202589.276
5358,drag-start-playground,img_2F,832px,452.267px,1634202589.276
1348,drag-start-playground,img_2F,832px,452.267px,1634202589.276
6363,drag-start-playground,img_2F,832px,452.267px,1634202589.276
4354,drag-start-playground,img_2F,832px,452.267px,1634202589.276
3351,drag-start-playground,img_2F,832px,452.267px,1634202589.276
5362,mouseout,img_2F,776px,440.267px,1634202589.417
1352,mouseout,img_2F,776px,440.267px,1634202589.417
4358,mouseout,img_2F,776px,440.267px,1634202589.417
2353,mouseout,img_2F,776px,440.267px,1634202589.417
3355,mouseout,img_2F,776px,440.267px,1634202589.417
6367,mouseout,img_2F,776px,440.267px,1634202589.417
4355,mouseover,img_2F,776px,440.267px,1634202589.418
2350,mouseover,img_2F,776px,440.267px,1634202589.418
3352,mouseover,img_2F,776px,440.267px,1634202589.418
1349,mouseover,img_2F,776px,440.267px,1634202589.418
6364,mouseover,img_2F,776px,440.267px,1634202589.418
5359,mouseover,img_2F,776px,440.267px,1634202589.418
3353,mouseover,img_2F,779px,435.267px,1634202589.42
2351,mouseover,img_2F,779px,435.267px,1634202589.42
2352,mouseout,img_2F,779px,435.267px,1634202589.42
4357,mouseout,img_2F,779px,435.267px,1634202589.42
4356,mouseover,img_2F,779px,435.267px,1634202589.42
3354,mouseout,img_2F,779px,435.267px,1634202589.42
6366,mouseout,img_2F,779px,435.267px,1634202589.42
6365,mouseover,img_2F,779px,435.267px,1634202589.42
1350,mouseover,img_2F,779px,435.267px,1634202589.42
1351,mouseout,img_2F,779px,435.267px,1634202589.42
5361,mouseout,img_2F,779px,435.267px,1634202589.42
5360,mouseover,img_2F,779px,435.267px,1634202589.42
5364,mouseout,img_2F,779px,435.267px,1634202589.429
6369,mouseout,img_2F,779px,435.267px,1634202589.429
2355,mouseout,img_2F,779px,435.267px,1634202589.429
4360,mouseout,img_2F,779px,435.267px,1634202589.429
3357,mouseout,img_2F,779px,435.267px,1634202589.429
1354,mouseout,img_2F,779px,435.267px,1634202589.429
3356,mouseover,img_2F,779px,435.267px,1634202589.43
2354,mouseover,img_2F,779px,435.267px,1634202589.43
6368,mouseover,img_2F,779px,435.267px,1634202589.43
4359,mouseover,img_2F,779px,435.267px,1634202589.43
5363,mouseover,img_2F,779px,435.267px,1634202589.43
1353,mouseover,img_2F,779px,435.267px,1634202589.43
4363,mouseover,img_2F,789px,432.267px,1634202589.432
4361,mouseout,img_2F,789px,432.267px,1634202589.432
3358,mouseout,img_2F,789px,432.267px,1634202589.432
5367,mouseover,img_2F,789px,432.267px,1634202589.432
3360,mouseover,img_2F,789px,432.267px,1634202589.432
5365,mouseout,img_2F,789px,432.267px,1634202589.432
6370,mouseout,img_2F,789px,432.267px,1634202589.432
2358,mouseover,img_2F,789px,432.267px,1634202589.432
1355,mouseout,img_2F,789px,432.267px,1634202589.432
1357,mouseover,img_2F,789px,432.267px,1634202589.432
6372,mouseover,img_2F,789px,432.267px,1634202589.432
2356,mouseout,img_2F,789px,432.267px,1634202589.432
2357,mouseout,img_2F,789px,432.267px,1634202589.446
5366,mouseout,img_2F,789px,432.267px,1634202589.446
1356,mouseout,img_2F,789px,432.267px,1634202589.446
3359,mouseout,img_2F,789px,432.267px,1634202589.446
6371,mouseout,img_2F,789px,432.267px,1634202589.446
4362,mouseout,img_2F,789px,432.267px,1634202589.446
6374,mouseover,img_2F,789px,432.267px,1634202589.447
3362,mouseover,img_2F,789px,432.267px,1634202589.447
5369,mouseover,img_2F,789px,432.267px,1634202589.447
2360,mouseover,img_2F,789px,432.267px,1634202589.447
4365,mouseover,img_2F,789px,432.267px,1634202589.447
1359,mouseover,img_2F,789px,432.267px,1634202589.447
5370,mouseout,img_2F,805px,421.267px,1634202589.449
1360,mouseout,img_2F,805px,421.267px,1634202589.449
4366,mouseout,img_2F,805px,421.267px,1634202589.449
6375,mouseout,img_2F,805px,421.267px,1634202589.449
2361,mouseout,img_2F,805px,421.267px,1634202589.449
3363,mouseout,img_2F,805px,421.267px,1634202589.449
3361,mouseover,img_2F,805px,421.267px,1634202589.45
6373,mouseover,img_2F,805px,421.267px,1634202589.45
5368,mouseover,img_2F,805px,421.267px,1634202589.45
4364,mouseover,img_2F,805px,421.267px,1634202589.45
2359,mouseover,img_2F,805px,421.267px,1634202589.45
1358,mouseover,img_2F,805px,421.267px,1634202589.45
6376,mouseout,img_2F,805px,421.267px,1634202589.463
5373,mouseover,img_2F,805px,421.267px,1634202589.463
4369,mouseover,img_2F,805px,421.267px,1634202589.463
4367,mouseout,img_2F,805px,421.267px,1634202589.463
3364,mouseout,img_2F,805px,421.267px,1634202589.463
2362,mouseout,img_2F,805px,421.267px,1634202589.463
5371,mouseout,img_2F,805px,421.267px,1634202589.463
2364,mouseover,img_2F,805px,421.267px,1634202589.463
1363,mouseover,img_2F,805px,421.267px,1634202589.463
6378,mouseover,img_2F,805px,421.267px,1634202589.463
1361,mouseout,img_2F,805px,421.267px,1634202589.463
3366,mouseover,img_2F,805px,421.267px,1634202589.463
5372,mouseout,img_2F,818px,414.267px,1634202589.465
3365,mouseout,img_2F,818px,414.267px,1634202589.465
2363,mouseout,img_2F,818px,414.267px,1634202589.465
6377,mouseout,img_2F,818px,414.267px,1634202589.465
1362,mouseout,img_2F,818px,414.267px,1634202589.465
4368,mouseout,img_2F,818px,414.267px,1634202589.465
2365,mouseover,img_2F,818px,414.267px,1634202589.466
1364,mouseover,img_2F,818px,414.267px,1634202589.466
3367,mouseover,img_2F,818px,414.267px,1634202589.466
4370,mouseover,img_2F,818px,414.267px,1634202589.466
5374,mouseover,img_2F,818px,414.267px,1634202589.466
6379,mouseover,img_2F,818px,414.267px,1634202589.466
3369,mouseout,img_2F,818px,414.267px,1634202589.48
2367,mouseout,img_2F,818px,414.267px,1634202589.48
5376,mouseout,img_2F,818px,414.267px,1634202589.48
6381,mouseout,img_2F,818px,414.267px,1634202589.48
4372,mouseout,img_2F,818px,414.267px,1634202589.48
1366,mouseout,img_2F,818px,414.267px,1634202589.48
4371,mouseover,img_2F,818px,414.267px,1634202589.482
3368,mouseover,img_2F,818px,414.267px,1634202589.482
2366,mouseover,img_2F,818px,414.267px,1634202589.482
6380,mouseover,img_2F,818px,414.267px,1634202589.482
5375,mouseover,img_2F,818px,414.267px,1634202589.482
1365,mouseover,img_2F,818px,414.267px,1634202589.482
2368,mouseout,img_2F,831px,410.267px,1634202589.485
1367,mouseout,img_2F,831px,410.267px,1634202589.485
6382,mouseout,img_2F,831px,410.267px,1634202589.485
3370,mouseout,img_2F,831px,410.267px,1634202589.485
5377,mouseout,img_2F,831px,410.267px,1634202589.485
4373,mouseout,img_2F,831px,410.267px,1634202589.485
1369,mouseover,img_2F,831px,410.267px,1634202589.486
6384,mouseover,img_2F,831px,410.267px,1634202589.486
2370,mouseover,img_2F,831px,410.267px,1634202589.486
3372,mouseover,img_2F,831px,410.267px,1634202589.486
4375,mouseover,img_2F,831px,410.267px,1634202589.486
5379,mouseover,img_2F,831px,410.267px,1634202589.486
6383,mouseout,img_2F,831px,410.267px,1634202589.496
1368,mouseout,img_2F,831px,410.267px,1634202589.496
5378,mouseout,img_2F,831px,410.267px,1634202589.496
4374,mouseout,img_2F,831px,410.267px,1634202589.496
2369,mouseout,img_2F,831px,410.267px,1634202589.496
3371,mouseout,img_2F,831px,410.267px,1634202589.496
5380,mouseover,img_2F,831px,410.267px,1634202589.497
3373,mouseover,img_2F,831px,410.267px,1634202589.497
2371,mouseover,img_2F,831px,410.267px,1634202589.497
1370,mouseover,img_2F,831px,410.267px,1634202589.497
4376,mouseover,img_2F,831px,410.267px,1634202589.497
6385,mouseover,img_2F,831px,410.267px,1634202589.497
5381,mouseout,img_2F,842px,406.267px,1634202589.499
4377,mouseout,img_2F,842px,406.267px,1634202589.499
3374,mouseout,img_2F,842px,406.267px,1634202589.499
6386,mouseout,img_2F,842px,406.267px,1634202589.499
2372,mouseout,img_2F,842px,406.267px,1634202589.499
1371,mouseout,img_2F,842px,406.267px,1634202589.499
5382,mouseover,img_2F,842px,406.267px,1634202589.5
1372,mouseover,img_2F,842px,406.267px,1634202589.5
4378,mouseover,img_2F,842px,406.267px,1634202589.5
2373,mouseover,img_2F,842px,406.267px,1634202589.5
6387,mouseover,img_2F,842px,406.267px,1634202589.5
3375,mouseover,img_2F,842px,406.267px,1634202589.5
3376,mouseout,img_2F,842px,406.267px,1634202589.513
5385,mouseover,img_2F,842px,406.267px,1634202589.513
1373,mouseout,img_2F,842px,406.267px,1634202589.513
1375,mouseover,img_2F,842px,406.267px,1634202589.513
